SessionEntryID,SessionID,SessionEntryiRacingID,EntryName,IsTeam,CarID,FinishPosInClass,StartPositionInClass,ClassID,EntryIncidents,GapToLeader,LapsCompleted,FinalLapFinishTime,OverallFinishPos,OverallStartPos,StartPos,ReasonOut,ChampPoints
1999,53,371028,Alex Sevillano Lledó,False,25,12,15,10,0,1.5779,2,934.3358,12,0,0,Running,0
2005,54,16612,Simon Trendell,False,24,2,1,10,1,4.3078,57,7538.3059,2,1,1,Running,0
2007,54,188182,Vincent Skilbeck,False,24,4,2,10,5,23.7852,57,7557.8964,4,2,2,Running,0
2006,54,24469,Erik Blixt,False,24,3,3,10,7,15.7089,57,7550.087100000001,3,3,3,Running,0
2004,54,286368,Kenzy Nieuwhof,False,25,1,4,10,1,-,57,7536.5948,1,4,4,Running,0
2012,54,112839,Tony Kloosterman,False,25,9,5,10,1,74.799,57,7608.3895999999995,9,5,5,Running,0
2008,54,341223,Adam C Wright,False,25,5,6,10,2,24.0471,57,7558.080900000001,5,6,6,Running,0
2009,54,137235,Antony Woodward,False,25,6,7,10,1,40.1318,57,7575.019,6,7,7,Running,0
2015,54,16561,Jamie Wilson,False,24,12,8,10,4,82.135,57,7618.0094,12,8,8,Running,0
2011,54,141445,Nikolay Bogatyrev,False,25,8,9,10,1,69.6791,57,7603.85,8,9,9,Running,0
2013,54,365097,Bob Woodhouse,False,25,10,10,10,1,76.9045,57,7611.4827000000005,10,10,10,Running,0
2014,54,41691,Greg Carr,False,25,11,11,10,3,78.2379,57,7612.7567,11,11,11,Running,0
2010,54,371028,Alex Sevillano Lledó,False,25,7,12,10,4,54.3159,57,7588.7442,7,12,12,Running,0
2016,54,37169,Robert Venn,False,25,13,13,10,0,1 Laps,56,7548.002600000001,13,13,13,Running,0
2018,54,439883,J.B. DeJeu,False,25,15,14,10,7,2 Laps,55,7603.7306,15,14,14,Running,0
2017,54,285703,Andrew Z Wood,False,24,14,15,10,2,2 Laps,55,7543.909799999999,14,15,15,Running,0
2019,54,431037,Ivan Baumans,False,25,16,16,10,3,4 Laps,53,7576.9376999999995,16,16,16,Running,0
2025,55,88807,Matt Elmore,False,19,6,1,6,9,0.4182,19,3222.7536,6,0,0,Running,0
2026,55,113424,Garry Craig,False,19,7,2,6,3,0.6087,20,3112.5851,7,0,0,Running,0
2022,55,429273,Wiebe Nijkamp,False,18,3,3,6,8,0.2206,23,3037.9923,3,0,0,Running,0
2031,55,439883,J.B. DeJeu,False,17,12,4,6,6,1.252,17,3273.1362999999997,12,0,0,Running,0
2037,55,391027,Jason Haddington,False,18,18,5,6,0,2.4823,9,4854.6376,18,0,0,Running,0
2034,55,137235,Antony Woodward,False,18,15,6,6,2,1.6806,15,3277.1677,15,0,0,Running,0
2038,55,366044,Chris Needham,False,17,19,7,6,2,2.4832,9,1646.8171,19,0,0,Running,0
2032,55,296821,Karl Hardy,False,19,13,8,6,5,1.3821,20,3391.4327,13,0,0,Running,0
2024,55,350922,Mark Draper2,False,18,5,9,6,3,0.3612,21,3366.8849,5,0,0,Running,0
2027,55,16561,Jamie Wilson,False,18,8,10,6,2,0.7941,18,3388.2972,8,0,0,Running,0
2030,55,287015,Russell J Cowell,False,16,11,11,6,4,1.2152,13,2864.9658,11,0,0,Running,0
2023,55,284513,Sam Blease2,False,17,4,12,6,9,0.2347,14,3174.6924,4,0,0,Running,0
2033,55,440374,Tony Yates,False,18,14,13,6,6,1.57,13,3384.1095,14,0,0,Running,0
2020,55,181497,Spencer McCarthy,False,19,1,14,6,4,-,11,3360.6223999999997,1,0,0,Running,0
2021,55,116063,Steven Walker2,False,18,2,15,6,4,0.2129,11,3425.1934,2,0,0,Running,0
2035,55,389968,Arnaud Chanonier,False,17,16,16,6,9,2.0371,11,3273.6650999999997,16,0,0,Running,0
2036,55,422098,Tony Walker4,False,17,17,17,6,7,2.0372,11,3368.2633,17,0,0,Running,0
2028,55,214227,Jamie Jeffrey,False,17,9,18,6,1,1.0687,8,3243.3577999999998,9,0,0,Running,0
2029,55,512936,Stephan Goebel,False,16,10,19,6,2,1.1211,4,3045.3423,10,0,0,Running,0
2039,55,574870,Matthew Flannery,False,17,20,20,6,2,3.9754,3,3313.2598,20,0,0,Running,0
2040,55,431899,Roger Morton,False,16,21,21,6,1,22 Laps,1,3213.0017,21,0,0,Running,0
2041,55,261835,David Eyers,False,17,22,22,6,0,23 Laps,0,3199.9312,22,0,0,Running,0
2043,56,181497,Spencer McCarthy,False,19,2,1,6,1,0.1897,7,959.4568,2,0,0,Running,0
2044,56,116063,Steven Walker2,False,18,3,2,6,4,0.1957,7,856.4078000000001,3,0,0,Running,0
2046,56,429273,Wiebe Nijkamp,False,18,5,3,6,1,0.3532,7,971.2953,5,0,0,Running,0
2050,56,88807,Matt Elmore,False,19,9,4,6,3,1.0078,7,998.5079000000001,9,0,0,Running,0
2045,56,113424,Garry Craig,False,19,4,5,6,0,0.35,7,970.1579,4,0,0,Running,0
2042,56,284513,Sam Blease2,False,17,1,6,6,1,-,6,849.7645,1,0,0,Running,0
2053,56,512936,Stephan Goebel,False,16,12,7,6,2,1.3454,6,859.2569,12,0,0,Running,0
2049,56,214227,Jamie Jeffrey,False,17,8,8,6,1,0.9978,6,864.4046000000001,8,0,0,Running,0
2048,56,296821,Karl Hardy,False,19,7,9,6,1,0.9532,7,978.8986,7,0,0,Running,0
2056,56,439883,J.B. DeJeu,False,17,15,10,6,2,1.8231,7,987.9175,15,0,0,Running,0
2059,56,574870,Matthew Flannery,False,17,18,11,6,1,2.3048,6,879.8916,18,0,0,Running,0
2051,56,287015,Russell J Cowell,False,16,10,12,6,2,1.1258,7,868.0141,10,0,0,Running,0
2063,56,431899,Roger Morton,False,16,22,13,6,10,7.5228,7,932.7027999999999,22,0,0,Running,0
2054,56,440374,Tony Yates,False,18,13,14,6,2,1.5334,7,994.9412,13,0,0,Running,0
2062,56,261835,David Eyers,False,17,21,15,6,0,3.5066,3,525.4318,21,0,0,Running,0
2057,56,366044,Chris Needham,False,17,16,16,6,1,1.8746,4,653.7753,16,0,0,Running,0
2061,56,391027,Jason Haddington,False,18,20,17,6,2,3.0102,5,679.0154,20,0,0,Running,0
2052,56,16561,Jamie Wilson,False,18,11,18,6,1,1.1611,4,648.635,11,0,0,Running,0
2055,56,137235,Antony Woodward,False,18,14,19,6,1,1.627,5,786.0087,14,0,0,Running,0
2058,56,422098,Tony Walker4,False,17,17,20,6,1,2.0007,6,908.5465,17,0,0,Running,0
2060,56,389968,Arnaud Chanonier,False,17,19,21,6,6,2.5583,5,698.0831000000001,19,0,0,Running,0
2047,56,350922,Mark Draper2,False,18,6,22,6,3,0.3648,6,955.1700999999999,6,0,0,Running,0
2064,56,523326,Andrew Littler,False,17,23,23,6,9,5 Laps,2,802.2383,23,0,0,Running,0
2065,57,284513,Sam Blease2,False,17,1,1,6,0,-,11,1547.2759,1,1,1,Running,0
2066,57,181497,Spencer McCarthy,False,19,2,2,6,5,3.0972,11,1550.4682,2,2,2,Running,0
2068,57,116063,Steven Walker2,False,18,4,3,6,6,19.1183,11,1567.2896,4,3,3,Running,0
2075,57,113424,Garry Craig,False,19,11,4,6,4,48.3046,11,1596.4654,11,4,4,Running,0
2087,57,429273,Wiebe Nijkamp,False,18,23,5,6,6,11 Laps,0,124.3372,23,5,5,Running,0
2080,57,350922,Mark Draper2,False,18,16,6,6,5,96.6922,11,1644.5768,16,6,6,Running,0
2079,57,296821,Karl Hardy,False,19,15,7,6,5,87.1303,11,1635.9416999999999,15,7,7,Running,0
2071,57,214227,Jamie Jeffrey,False,17,7,8,6,11,30.3746,11,1581.5237,7,8,8,Running,0
2073,57,88807,Matt Elmore,False,19,9,9,6,12,32.8603,11,1584.4689999999998,9,9,9,Running,0
2069,57,287015,Russell J Cowell,False,16,5,10,6,6,19.6842,11,1568.7419,5,10,10,Running,0
2067,57,16561,Jamie Wilson,False,18,3,11,6,1,11.6231,11,1560.7676000000001,3,11,11,Running,0
2085,57,512936,Stephan Goebel,False,16,21,12,6,6,2 Laps,9,1353.0886,21,12,12,Running,0
2070,57,440374,Tony Yates,False,18,6,13,6,1,24.2635,11,1573.2974000000002,6,13,13,Running,0
2072,57,137235,Antony Woodward,False,18,8,14,6,10,30.899,11,1582.4783,8,14,14,Running,0
2084,57,439883,J.B. DeJeu,False,17,20,15,6,11,1 Laps,10,1596.5051,20,15,15,Running,0
2078,57,366044,Chris Needham,False,17,14,16,6,5,51.9155,11,1601.4116999999999,14,16,16,Running,0
2076,57,574870,Matthew Flannery,False,17,12,17,6,6,50.875,11,1621.7315,12,18,18,Running,0
2081,57,389968,Arnaud Chanonier,False,17,17,18,6,14,112.788,11,1664.5122,17,19,19,Running,0
2077,57,391027,Jason Haddington,False,18,13,19,6,6,50.9847,11,1602.0613,13,20,20,Running,0
2082,57,261835,David Eyers,False,17,18,20,6,5,1 Laps,10,1559.2779,18,21,21,Running,0
2074,57,431899,Roger Morton,False,16,10,21,6,9,44.2847,11,1608.288,10,22,22,Running,0
2083,57,523326,Andrew Littler,False,17,19,22,6,4,1 Laps,10,1565.6912,19,23,23,Running,0
2086,57,422098,Tony Walker4,False,17,22,23,6,0,4 Laps,7,1346.9085,22,17,17,Running,0
2093,58,116063,Steven Walker2,False,18,6,1,6,0,0 Laps,1,196.4483,6,0,0,Running,0
2109,58,422098,Tony Walker4,False,17,22,2,6,2,0 Laps,1,356.3139,22,0,0,Running,0
2088,58,261835,David Eyers,False,17,1,3,6,0,-,1,356.079,1,0,0,Running,0
2106,58,523326,Andrew Littler,False,17,19,4,6,0,1 Laps,0,249.6803,19,0,0,Running,0
2119,59,137235,Antony Woodward,False,18,9,1,6,0,24.1097,21,2722.5127,9,1,1,Running,0
2113,59,214227,Jamie Jeffrey,False,17,3,2,6,2,7.4353,21,2706.9858,3,2,2,Running,0
2130,59,440374,Tony Yates,False,18,20,3,6,16,88.5903,21,2788.6408,20,3,3,Running,0
2128,59,287015,Russell J Cowell,False,16,18,4,6,6,62.9061,21,2761.8294,18,4,4,Running,0
2112,59,116063,Steven Walker2,False,18,2,5,6,9,2.9231,21,2700.3618,2,5,5,Running,0
2117,59,16561,Jamie Wilson,False,18,7,6,6,5,11.9822,21,2709.8883,7,6,6,Running,0
2111,59,181497,Spencer McCarthy,False,19,1,7,6,1,-,21,2704.0924,1,7,7,Running,0
2114,59,284513,Sam Blease2,False,17,4,8,6,5,8.6943,21,2708.9546,4,8,8,Running,0
2115,59,88807,Matt Elmore,False,19,5,9,6,0,11.3883,21,2709.3028999999997,5,9,9,Running,0
2127,59,431899,Roger Morton,False,16,17,10,6,4,50.1123,21,2749.3383,17,10,10,Running,0
2116,59,113424,Garry Craig,False,19,6,11,6,1,11.7262,21,2709.8199,6,11,11,Running,0
2126,59,574870,Matthew Flannery,False,17,16,12,6,1,49.1737,21,2750.5776,16,12,12,Running,0
2129,59,391027,Jason Haddington,False,18,19,13,6,4,77.9228,21,2778.437,19,13,13,Running,0
2123,59,366044,Chris Needham,False,17,13,14,6,1,38.9676,21,2738.0625,13,14,14,Running,0
2122,59,296821,Karl Hardy,False,19,12,15,6,4,37.396,21,2735.8361999999997,12,15,15,Running,0
2124,59,350922,Mark Draper2,False,18,14,16,6,5,42.8406,21,2740.157,14,16,16,Running,0
2132,59,389968,Arnaud Chanonier,False,17,22,17,6,8,15 Laps,6,816.6686,22,17,17,Disqualified,0
2133,59,261835,David Eyers,False,17,23,18,6,6,16 Laps,5,804.9548,23,18,18,Disconnected,0
2131,59,523326,Andrew Littler,False,17,21,19,6,8,2 Laps,19,2738.401,21,19,19,Running,0
2121,59,439883,J.B. DeJeu,False,17,11,20,6,0,36.4952,21,2735.8926,11,20,20,Running,0
2118,59,512936,Stephan Goebel,False,16,8,21,6,6,23.7826,21,2722.3889000000004,8,21,21,Running,0
2125,59,422098,Tony Walker4,False,17,15,22,6,9,48.3121,21,2748.7059999999997,15,22,22,Running,0
2120,59,429273,Wiebe Nijkamp,False,18,10,23,6,6,24.3086,21,2722.5669,10,23,23,Running,0
2173,60,-90444,Prestanda NOMAD #256,True,11,28,1,5,12,1.4483,42,7218.9674,40,0,0,Running,0
2166,60,-12725,Glacier Racing,True,13,21,2,5,0,1.0599,45,7238.126200000001,33,0,0,Running,0
2153,60,-92080,GermanSimRacing.de by ACV,True,12,8,3,5,5,0.4198,30,7151.9573,20,0,0,Running,0
2152,60,-279416,ATRS eSports #113,True,10,7,4,5,9,0.4094,39,7331.6032000000005,19,0,0,Running,0
2177,60,-10547,Virtual Motorsport,True,14,32,5,5,32,1.9241,36,4506.7777,44,0,0,Running,0
2156,60,-81577,HydroRace Geodesic Racing Black,True,11,11,6,5,12,0.5683,34,7188.2052,23,0,0,Running,0
2157,60,-270082,Deutsche Payment Raven,True,10,12,7,5,2,0.687,27,6527.8126,24,0,0,Running,0
2163,60,-55648,Kuruma MotorSport,True,10,18,8,5,5,1.0101,21,6660.2684,30,0,0,Running,0
2169,60,-81578,HydroRace Geodesic Racing Gold,True,11,24,9,5,13,1.2927,43,6877.0747,36,0,0,Running,0
2172,60,-129779,Torque Freak Racing Redgate,True,10,27,10,5,12,1.3855,41,7009.4824,39,0,0,Running,0
2154,60,-245029,Team RSO by V-RIG KC Racing,True,10,9,11,5,11,0.4415,38,7551.424599999999,21,0,0,Running,0
2171,60,-272114,WS Racing eSports #120,True,10,26,12,5,9,1.3337,32,6915.2363000000005,38,0,0,Running,0
2178,60,-112505,QUASAR SIM RACING - HYDRA,True,11,33,13,5,20,1.9804,40,7108.4884999999995,45,0,0,Running,0
2158,60,-13479,Pace Worx Esports,True,15,13,14,5,7,0.6907,26,7767.3656,25,0,0,Running,0
2159,60,-269793,Sim City Racing II,True,11,14,15,5,3,0.6964,40,6756.0513,26,0,0,Running,0
2168,60,-190230,Valorous Motorsports Apollo,True,14,23,16,5,27,1.1624,42,6928.4614,35,0,0,Running,0
2149,60,-241403,Maniti Racing $IVRA GT3 Pro,True,10,4,17,5,8,0.2658,40,6837.585999999999,16,0,0,Running,0
2165,60,-242427,Rusty Spatulas IVRA Endurance,True,10,20,18,5,14,1.0428,30,6607.1214,32,0,0,Running,0
2146,60,-289830,Puresims Esports $116,True,10,1,19,5,4,-,32,7452.1267,13,0,0,Running,0
2151,60,-268725,DeltaSport #199,True,10,6,20,5,2,0.3861,12,2556.7657,18,0,0,Running,0
2180,60,-278802,WS Racing eSports #223,True,10,35,21,5,20,2.4849,26,6982.6076,47,0,0,Running,0
2176,60,-10269,SRN Motorsports,True,13,31,22,5,3,1.7664,34,7233.2217,43,0,0,Running,0
2162,60,-124248,Archer Brothers,True,14,17,23,5,6,0.932,32,6961.1241,29,0,0,Running,0
2155,60,-241025,Impulse Racing $157,True,10,10,24,5,9,0.4949,33,7309.8722,22,0,0,Running,0
2167,60,-241404,Maniti Racing $IVRA GT3 P/AM,True,11,22,25,5,7,1.1549,25,7754.6762,34,0,0,Running,0
2160,60,-197340,Tempus SimSport #103,True,10,15,26,5,12,0.7184,34,6837.3769999999995,27,0,0,Running,0
2161,60,-59992,GermanSimRacing #Green,True,12,16,27,5,1,0.8874,17,6854.397000000001,28,0,0,Running,0
2150,60,-241027,Impulse Racing $156,True,10,5,28,5,2,0.3157,28,7178.544,17,0,0,Running,0
2147,60,-41620,Obsidian Racing,True,10,2,29,5,6,0.1348,33,6902.342500000001,14,0,0,Running,0
2179,60,-244197,World Of SimRacing Team,True,14,34,30,5,8,2.358,27,6888.614299999999,46,0,0,Running,0
2148,60,-263677,Mercedes-AMG Team URANO eSports,True,11,3,31,5,2,0.2583,23,6327.9973,15,0,0,Running,0
2170,60,-173954,Satellite Racing GT3 AM,True,14,25,32,5,4,1.2961,26,6900.5576,37,0,0,Running,0
2175,60,-288912,Ingersoll Rand Endurance GT3,True,14,30,33,5,1,1.7467,26,7018.472,42,0,0,Running,0
2164,60,-127473,Hellracers Tershine,True,10,19,34,5,7,1.0348,15,6809.402099999999,31,0,0,Running,0
2181,60,-203943,Visceral Esports IVRA Endurance,True,10,36,35,5,0,45 Laps,0,6225.557699999999,48,0,0,Running,0
2174,60,-54386,Team Heusinkveld #148,True,11,29,36,5,2,1.5145,4,6799.2994,41,0,0,Running,0
2134,60,-152878,SRC Mivano Corse LMDh,True,20,1,1,7,18,-,43,6672.398999999999,1,0,0,Running,0
2138,60,-83099,Maniti Racing $IVRA LMDH Black,True,20,5,2,7,0,0.4547,47,7179.2887,5,0,0,Running,0
2135,60,-182782,Puresims Esports $IVRA,True,20,2,3,7,13,0.1758,39,7462.5671,2,0,0,Running,0
2145,60,-286999,YouRaceBR E-Sports Redragon,True,20,12,4,7,36,2.463,34,6940.050200000001,12,0,0,Running,0
2136,60,-237677,PRIVATE LABEL Team Hype $IVRA,True,20,3,5,7,7,0.2778,21,8914.6108,3,0,0,Running,0
2139,60,-135394,Orion Race Team #46,True,20,6,6,7,1,0.592,24,7159.2651000000005,6,0,0,Running,0
2137,60,-207269,URANO eSports DATAGROUP,True,20,4,7,7,6,0.3068,30,6977.7208,4,0,0,Running,0
2142,60,-80235,HydroRace Geodesic Racing,True,20,9,8,7,5,1.0677,14,6072.699100000001,9,0,0,Running,0
2140,60,-93998,Maniti Racing $IVRA LMDH,True,20,7,9,7,4,0.766,15,8747.068500000001,7,0,0,Running,0
2144,60,-168319,World Of SimRacing Team,True,20,11,10,7,5,2.2597,23,7002.9042,11,0,0,Running,0
2143,60,-23557,Satellite Racing LMDh,True,20,10,11,7,6,1.1021,21,6986.480799999999,10,0,0,Running,0
2141,60,-169831,TREQ eSports,True,20,8,12,7,3,0.9275,10,6886.0988,8,0,0,Running,0
2210,61,-190230,Valorous Motorsports Apollo,True,14,15,1,5,4,0.7135,8,1063.3059,29,0,0,Running,0
2226,61,-244197,World Of SimRacing Team,True,14,31,2,5,0,1.9547,8,1071.5919,45,0,0,Running,0
2218,61,-124248,Archer Brothers,True,14,23,3,5,0,0.9237,6,843.6892,37,0,0,Running,0
2224,61,-90444,Prestanda NOMAD #256,True,11,29,4,5,1,1.4503,8,1113.1486,43,0,0,Running,0
2228,61,-112505,QUASAR SIM RACING - HYDRA,True,11,33,5,5,0,2.0615,8,1118.1081,47,0,0,Running,0
2219,61,-242427,Rusty Spatulas IVRA Endurance,True,10,24,6,5,2,1.0252,6,756.5954,38,0,0,Running,0
2222,61,-129779,Torque Freak Racing Redgate,True,10,27,7,5,0,1.2412,6,852.3719,41,0,0,Running,0
2221,61,-173954,Satellite Racing GT3 AM,True,14,26,8,5,1,1.0331,6,863.4852999999999,40,0,0,Running,0
2230,61,-55648,Kuruma MotorSport,True,10,35,9,5,0,2.7734,4,617.2792999999999,49,0,0,Running,0
2217,61,-241404,Maniti Racing $IVRA GT3 P/AM,True,11,22,10,5,0,0.8265,7,982.3222000000001,36,0,0,Running,0
2229,61,-10269,SRN Motorsports,True,13,34,11,5,1,2.1144,6,871.6252,48,0,0,Running,0
2212,61,-203943,Visceral Esports IVRA Endurance,True,10,17,12,5,1,0.7332,8,2138.4335,31,0,0,Running,0
2207,61,-81577,HydroRace Geodesic Racing Black,True,11,12,13,5,0,0.4901,6,1929.8162,26,0,0,Running,0
2206,61,-279416,ATRS eSports #113,True,10,11,14,5,0,0.4707,8,2069.4474,25,0,0,Running,0
2223,61,-81578,HydroRace Geodesic Racing Gold,True,11,28,15,5,2,1.3208,6,1939.4293,42,0,0,Running,0
2215,61,-270082,Deutsche Payment Raven,True,10,20,16,5,0,0.8011,8,2143.0875,34,0,0,Running,0
2214,61,-12725,Glacier Racing,True,13,19,17,5,1,0.7557,7,1974.9843,33,0,0,Running,0
2213,61,-127473,Hellracers Tershine,True,10,18,18,5,0,0.746,7,2034.1129,32,0,0,Running,0
2203,61,-241027,Impulse Racing $156,True,10,8,19,5,0,0.3799,8,2194.9305999999997,22,0,0,Running,0
2198,61,-289830,Puresims Esports $116,True,10,3,20,5,1,0.0924,7,2072.7951,17,0,0,Running,0
2204,61,-268725,DeltaSport #199,True,10,9,21,5,0,0.4082,7,2135.6275,23,0,0,Running,0
2201,61,-263677,Mercedes-AMG Team URANO eSports,True,11,6,22,5,0,0.2674,5,1809.8571,20,0,0,Running,0
2208,61,-245029,Team RSO by V-RIG KC Racing,True,10,13,23,5,0,0.5475,6,1925.1853,27,0,0,Running,0
2196,61,-41620,Obsidian Racing,True,10,1,24,5,1,-,7,2055.4636,15,0,0,Running,0
2209,61,-272114,WS Racing eSports #120,True,10,14,25,5,0,0.6361,7,2043.6455,28,0,0,Running,0
2211,61,-13479,Pace Worx Esports,True,15,16,26,5,2,0.7148,7,2061.4988,30,0,0,Running,0
2200,61,-54386,Team Heusinkveld #148,True,11,5,27,5,0,0.256,7,2058.3297000000002,19,0,0,Running,0
2220,61,-269793,Sim City Racing II,True,11,25,28,5,0,1.0274,7,2070.1964,39,0,0,Running,0
2205,61,-92080,GermanSimRacing.de by ACV,True,12,10,29,5,1,0.4312,7,1949.8841,24,0,0,Running,0
2216,61,-59992,GermanSimRacing #Green,True,12,21,30,5,1,0.8089,6,1950.7,35,0,0,Running,0
2202,61,-197340,Tempus SimSport #103,True,10,7,31,5,2,0.3242,7,2103.2919,21,0,0,Running,0
2197,61,-241403,Maniti Racing $IVRA GT3 Pro,True,10,2,32,5,1,0.0203,7,2076.6972,16,0,0,Running,0
2199,61,-241025,Impulse Racing $157,True,10,4,33,5,0,0.2322,7,1991.0466000000001,18,0,0,Running,0
2227,61,-10547,Virtual Motorsport,True,14,32,34,5,1,1.9853,3,1484.2682,46,0,0,Running,0
2225,61,-288912,Ingersoll Rand Endurance GT3,True,14,30,35,5,0,1.6571,7,1884.2218,44,0,0,Running,0
2192,61,-93998,Maniti Racing $IVRA LMDH,True,20,11,1,7,2,0.7113,8,3131.9242,11,0,0,Running,0
2188,61,-80235,HydroRace Geodesic Racing,True,20,7,2,7,0,0.4313,8,3085.2705,7,0,0,Running,0
2185,61,-135394,Orion Race Team #46,True,20,4,3,7,1,0.2825,9,3222.6452000000004,4,0,0,Running,0
2190,61,-280685,ATRS eSports #13,True,20,9,4,7,0,0.4993,9,3205.8242,9,0,0,Running,0
2182,61,-207269,URANO eSports DATAGROUP,True,20,1,5,7,1,-,9,3203.1235,1,0,0,Running,0
2187,61,-182782,Puresims Esports $IVRA,True,20,6,6,7,0,0.3814,9,3192.0404000000003,6,0,0,Running,0
2184,61,-152878,SRC Mivano Corse LMDh,True,20,3,7,7,0,0.2765,9,3234.7788,3,0,0,Running,0
2193,61,-286999,YouRaceBR E-Sports Redragon,True,20,12,8,7,3,0.7397,9,3254.2059,12,0,0,Running,0
2189,61,-23557,Satellite Racing LMDh,True,20,8,9,7,4,0.4436,8,3109.9175,8,0,0,Running,0
2191,61,-237677,PRIVATE LABEL Team Hype $IVRA,True,20,10,10,7,4,0.558,8,3033.0343,10,0,0,Running,0
2186,61,-169831,TREQ eSports,True,20,5,11,7,4,0.3043,8,3111.7448999999997,5,0,0,Running,0
2183,61,-83099,Maniti Racing $IVRA LMDH Black,True,20,2,12,7,1,0.0899,9,3217.0432,2,0,0,Running,0
2195,61,-168319,World Of SimRacing Team,True,20,14,13,7,3,1.3303,8,3038.4449999999997,14,0,0,Running,0
2194,61,-60020,GermanSimRacing #Blue,True,20,13,14,7,0,1.0508,4,3197.3014,13,0,0,Running,0
2276,62,-270082,Deutsche Payment Raven,True,10,32,1,5,0,1 Laps,1,237.3534,46,0,0,Running,0
2253,62,-12725,Glacier Racing,True,13,14,2,5,0,1.1864,2,348.07890000000003,23,0,0,Running,0
2250,62,-279416,ATRS eSports #113,True,10,11,3,5,0,0.9416,2,348.224,20,0,0,Running,0
2265,62,-10547,Virtual Motorsport,True,14,26,4,5,0,2.485,2,353.9425,35,0,0,Running,0
2252,62,-81577,HydroRace Geodesic Racing Black,True,11,13,5,5,0,0.9809,2,351.9168,22,0,0,Running,0
2261,62,-242427,Rusty Spatulas IVRA Endurance,True,10,22,6,5,0,1.7038,2,358.8195,31,0,0,Running,0
2246,62,-13479,Pace Worx Esports,True,15,7,7,5,1,0.4849,2,355.4755,16,0,0,Running,0
2257,62,-244197,World Of SimRacing Team,True,14,18,8,5,0,1.5437,2,359.4866,27,0,0,Running,0
2258,62,-41620,Obsidian Racing,True,10,19,9,5,0,1.6176,2,358.9336,28,0,0,Running,0
2277,62,-81578,HydroRace Geodesic Racing Gold,True,11,31,10,5,3,0 Laps,2,253.19620000000003,44,0,0,Running,0
2260,62,-124248,Archer Brothers,True,14,21,11,5,0,1.6419,2,360.52070000000003,30,0,0,Running,0
2263,62,-245029,Team RSO by V-RIG KC Racing,True,10,24,12,5,0,2.0133,2,362.0084,33,0,0,Running,0
2273,62,-92080,GermanSimRacing.de by ACV,True,12,29,13,5,1,0 Laps,2,414.8021,40,0,0,Running,0
2264,62,-112505,QUASAR SIM RACING - HYDRA,True,11,25,14,5,0,2.3083,2,364.8721,34,0,0,Running,0
2259,62,-127473,Hellracers Tershine,True,10,20,15,5,2,1.6193,2,364.574,29,0,0,Running,0
2242,62,-203943,Visceral Esports IVRA Endurance,True,10,3,16,5,0,0.1542,2,363.8663,12,0,0,Running,0
2245,62,-241025,Impulse Racing $157,True,10,6,17,5,0,0.3301,2,364.8307,15,0,0,Running,0
2240,62,-197340,Tempus SimSport #103,True,10,1,18,5,0,-,2,366.101,10,0,0,Running,0
2270,62,-268725,DeltaSport #199,True,10,28,19,5,0,1 Laps,1,262.07280000000003,38,0,0,Running,0
2243,62,-289830,Puresims Esports $116,True,10,4,20,5,0,0.1631,2,367.3273,13,0,0,Running,0
2248,62,-190230,Valorous Motorsports Apollo,True,14,9,21,5,0,0.7964,2,369.7879,18,0,0,Running,0
2249,62,-263677,Mercedes-AMG Team URANO eSports,True,11,10,22,5,0,0.9171,2,383.86,19,0,0,Running,0
2241,62,-241403,Maniti Racing $IVRA GT3 Pro,True,10,2,23,5,0,0.0887,2,371.8247,11,0,0,Running,0
2272,62,-10269,SRN Motorsports,True,13,30,24,5,0,1 Laps,1,373.4453,43,0,0,Running,0
2262,62,-288912,Ingersoll Rand Endurance GT3,True,14,23,25,5,0,1.7444,2,379.3218,32,0,0,Running,0
2251,62,-269793,Sim City Racing II,True,11,12,26,5,1,0.9563,2,379.4482,21,0,0,Running,0
2256,62,-173954,Satellite Racing GT3 AM,True,14,17,27,5,0,1.5317,2,379.6234,26,0,0,Running,0
2266,62,-55648,Kuruma MotorSport,True,10,27,28,5,1,3.4631,2,390.0127,36,0,0,Running,0
2254,62,-90444,Prestanda NOMAD #256,True,11,15,29,5,0,1.4495,2,381.8361,24,0,0,Running,0
2247,62,-54386,Team Heusinkveld #148,True,11,8,30,5,1,0.6091,2,379.7282,17,0,0,Running,0
2255,62,-129779,Torque Freak Racing Redgate,True,10,16,31,5,0,1.5153,2,384.2518,25,0,0,Running,0
2244,62,-241027,Impulse Racing $156,True,10,5,32,5,0,0.2004,2,398.1581,14,0,0,Running,0
2279,62,-272114,WS Racing eSports #120,True,10,33,33,5,0,1 Laps,1,318.04949999999997,47,0,0,Running,0
2278,62,-241404,Maniti Racing $IVRA GT3 P/AM,True,11,36,34,5,0,1 Laps,1,416.34659999999997,50,0,0,Running,0
2268,62,-278802,WS Racing eSports #223,True,10,35,35,5,0,2 Laps,0,252.4038,49,0,0,Running,0
2232,62,-93998,Maniti Racing $IVRA LMDH,True,20,2,1,7,0,0.1799,2,312.5213,2,0,0,Running,0
2233,62,-182782,Puresims Esports $IVRA,True,20,3,2,7,0,0.3534,2,323.1067,3,0,0,Running,0
2235,62,-60020,GermanSimRacing #Blue,True,20,5,3,7,0,1.2692,2,326.3894,5,0,0,Running,0
2234,62,-169831,TREQ eSports,True,20,4,4,7,0,0.9064,2,326.55469999999997,4,0,0,Running,0
