LapID,DriverEntryID,LapTime,LapStartTime,LapInSession,CleanLap,BlackFlag,CarContact,CarReset,Contact,Discontinuity,Invalid,LostControl,OffTrack,Pitted,Tow,EventCategory,PositionInClass,BestLapOnLap,LeaderLapStartTime,PercentageGapToBestLap,GapToClassLeader
7849,267,89.9183,6346.7197,60,0,0,0,0,0,0,0,0,1,0,0,Off Track,14,87.9476,6308.3137,2.24076609253693,38.40599999999995
8422,274,92.2752,7379.68,69,1,0,0,0,0,0,0,0,0,0,0,,8,90.4554,7340.007,2.011820189839426,39.673000000000684
10064,293,91.1272,3738.7623,34,1,0,0,0,0,0,0,0,0,0,0,,10,90.5646,3722.4095,0.6212140284393683,16.35279999999966
10315,296,101.4768,11588.4985,105,1,0,0,0,0,0,0,0,0,1,0,In Pits,12,90.6466,10672.2121,11.94771784049263,916.286399999999
1165,54,87.7822,3597.4613,29,1,0,0,0,0,0,0,0,0,0,0,,4,87.7027,3034.6264,0.09064715225417785,562.8348999999998
4137,224,84.1456,494.4124,3,1,0,0,0,0,0,0,0,0,0,0,,16,83.3577,485.9764,0.9452036224607951,8.435999999999979
4771,230,83.3226,14719.1043,158,1,0,0,0,0,0,0,0,0,0,0,,11,83.3226,14641.9367,1.4210854715202004e-14,77.16760000000068
5636,240,86.7651,6791.1084,67,1,0,0,0,0,0,0,0,0,0,0,,15,83.2822,6763.4869,4.1820461034891,27.621500000000196
8577,275,147.3276,5690.4189,51,1,0,0,0,0,0,0,0,0,0,0,,1,147.3276,5690.4189,0.0,0.0
9576,287,91.4868,4467.4677,42,1,0,0,0,0,0,0,0,0,0,0,,5,91.1221,4451.4096,0.4002322158949312,16.058100000000195
2676,175,87.8468,633.0822,7,1,0,0,0,0,0,0,0,0,0,0,,1,87.8468,633.0822,0.0,0.0
5268,236,83.8185,11798.8603,124,1,0,0,0,0,0,0,0,0,0,0,,16,83.5361,11704.6717,0.33805743864030546,94.1885999999995
5578,239,84.0225,15286.904,163,1,0,0,0,0,0,0,0,0,0,0,,16,83.2923,15065.1417,0.8766716731318525,221.76230000000032
10461,298,85.4595,1847.7495,19,1,0,0,0,0,0,0,0,0,0,0,,5,84.0491,1842.8119,1.6780667490788232,4.937599999999975
211,10,92.0937,1228.5376,8,1,0,0,0,0,0,0,0,0,1,0,In Pits,7,83.6918,1038.6816,10.039095825397453,189.85600000000022
373,18,83.6482,1880.6978,15,1,0,0,0,0,0,0,0,0,0,0,,6,83.4859,1624.5643,0.19440408500118167,256.1334999999999
727,33,92.4108,783.5004,1,1,0,0,0,0,0,0,0,0,1,0,In Pits,14,83.9114,424.626,10.129017034634145,358.87440000000004
1587,76,100.4111,1580.8652,12,1,0,0,0,0,0,0,0,0,1,0,In Pits,4,90.9365,1564.4237,10.418918696013165,16.441499999999905
3004,210,84.2826,14641.9367,158,0,0,0,0,0,0,0,0,1,0,0,Off Track,1,84.2826,14641.9367,0.0,0.0
3007,210,85.0353,14896.9212,161,1,0,0,0,0,0,0,0,0,0,0,,1,85.0353,14896.9212,0.0,0.0
3256,213,84.2391,4251.6762,42,0,0,0,0,0,0,0,0,1,0,0,Off Track,14,83.5299,4179.8226,0.8490372908383677,71.85359999999946
8424,274,90.8376,7561.4875,71,1,0,0,0,0,0,0,0,0,0,0,,8,90.8273,7522.456,0.011340202780445452,39.03150000000005
8511,274,90.2487,15558.845,158,0,0,0,0,0,0,0,0,1,0,0,Off Track,2,90.2487,15547.6213,1.4210854715202004e-14,11.223699999998644
8519,274,91.4617,16285.6071,166,1,0,0,0,0,0,0,0,0,0,0,,2,90.119,16268.1386,1.4899188850297946,17.46849999999904
8635,276,90.9508,12841.1875,128,1,0,0,0,0,0,0,0,0,0,0,,3,90.3087,12790.8017,0.7110056949108952,50.38580000000002
10219,295,93.1338,11184.4317,102,1,0,0,0,0,0,0,0,0,0,0,,11,91.0615,10398.8929,2.275714764197815,785.5387999999984
5010,233,94.3822,4255.0359,42,1,0,0,0,0,0,0,0,0,1,0,In Pits,15,83.5299,4179.8226,12.992114201022616,75.21329999999944
6399,248,88.2234,16665.8014,175,1,0,0,0,0,0,0,0,0,0,0,,4,87.7552,16630.5853,0.533529636990167,35.21610000000146
7417,261,104.6522,4829.2962,47,1,0,0,0,0,0,0,0,0,0,0,,6,92.7515,4779.1751,12.830735891063753,50.12109999999939
10474,298,84.5033,3342.4652,32,0,0,0,0,0,0,0,0,1,0,0,Off Track,11,82.3257,3333.741,2.645103533890392,8.72420000000011
2140,108,-0.0001,2012.5501,0,0,0,0,0,0,0,1,0,0,1,0,"Invalid, In Pits",5,,1999.8047,,12.745400000000018
3542,217,91.3521,322.8298,1,1,0,0,0,0,0,0,0,0,0,0,,9,87.3453,318.812,4.587310364724829,4.017799999999966
9460,286,92.3742,9935.719,96,0,0,1,0,0,0,0,0,0,0,0,CarContact,9,90.4319,9834.4019,2.147804038176801,101.31709999999839
5986,244,87.9147,9033.6254,90,1,0,0,0,0,0,0,0,0,0,0,,5,87.9147,9020.2781,0.0,13.347300000001269
6421,249,87.9378,2013.3572,20,1,0,0,0,0,0,0,0,0,0,0,,1,87.9378,2013.3572,-1.4210854715202004e-14,0.0
8256,272,85.5101,1089.3027,10,1,0,0,0,0,0,0,0,0,0,0,,9,84.3524,1079.9645,1.3724565039050418,9.338199999999915
8985,280,159.5281,5371.3009,49,1,0,0,0,0,0,0,0,0,1,0,In Pits,2,159.5281,5369.8917,0.0,1.4092000000000553
9210,282,91.216,10518.2749,103,1,0,0,0,0,0,0,0,0,0,0,,3,91.095,10489.9879,0.13282836599152859,28.287000000000262
140,7,93.09,4060.5503,21,0,0,1,0,0,0,0,0,0,0,0,CarContact,15,83.4944,2110.0392,11.492507281925498,1950.5110999999997
251,11,85.4342,5819.75,48,1,0,0,0,0,0,0,0,0,0,0,,2,85.4342,5789.7861,0.0,29.96389999999974
1406,65,87.4436,1688.0342,6,1,0,0,0,0,0,0,0,0,0,0,,13,86.654,828.4631,0.9112100999376906,859.5711
3221,213,86.3211,827.1398,7,1,0,0,0,0,0,0,0,0,0,0,,4,84.7414,824.6567,1.8641419660284129,2.483100000000036
3680,218,84.2481,15461.9871,167,0,0,0,0,0,0,0,0,1,0,0,Off Track,6,83.6375,15400.1637,0.7300552981617017,61.82340000000113
4520,228,84.902,1762.9256,18,0,0,0,0,0,0,0,0,1,0,0,Off Track,6,84.4452,1758.7628,0.5409425284089622,4.162800000000061
4597,229,84.098,9244.0943,95,1,0,0,0,0,0,0,0,0,0,0,,10,83.5834,9207.1092,0.6156724899920221,36.985099999999875
9225,283,91.1932,11967.4346,118,1,0,0,0,0,0,0,0,0,0,0,,8,90.1502,11853.5662,1.1569580544469176,113.8684000000012
9872,290,89.187,15338.3033,156,0,0,0,0,0,0,0,0,1,0,0,Off Track,13,87.7557,14934.7456,1.6310051654764095,403.5576999999994
1471,71,90.0234,1173.9243,6,1,0,0,0,0,0,0,0,0,0,0,,6,90.0234,967.9586,0.0,205.96569999999986
2111,105,-0.0001,2047.0484,0,0,0,0,0,0,0,1,0,0,1,0,"Invalid, In Pits",8,,1999.8047,,47.24369999999999
2385,134,90.4427,551.7426,4,1,0,0,0,0,0,0,0,0,0,0,,2,90.4427,473.7731,0.0,77.96950000000004
3300,213,85.2556,8456.0179,86,0,0,0,0,0,0,0,0,1,0,0,Off Track,10,84.3268,8387.8007,1.1014292016298413,68.21720000000096
292,12,84.3764,6015.4108,34,1,0,0,0,0,0,0,0,0,0,0,,13,83.3322,3367.9755,1.2530570415757865,2647.4352999999996
1296,60,88.3347,3988.0369,39,1,0,0,0,0,0,0,0,0,0,0,,1,88.3347,3988.0369,0.0,0.0
1579,75,89.9991,3984.4793,31,1,0,0,0,0,0,0,0,0,0,0,,5,89.6725,3327.4244,0.3642142239817048,657.0549000000001
2260,120,86.9233,1942.696,7,1,0,0,0,0,0,0,0,0,0,0,,16,86.9233,1766.7497,0.0,175.94629999999984
4098,223,84.1904,10752.6177,113,1,0,0,0,0,0,0,0,0,0,0,,4,83.4235,10725.4884,0.9192853332693858,27.129300000000512
70,4,-0.0001,2993.6448,16,0,0,1,1,0,1,1,1,1,1,0,"CarContact, Car Reset, Discontinuity, Invalid, Lost Control, Off Track, In Pits",15,,1709.4313,,1284.2135
305,15,84.1882,1313.0107,7,0,0,0,0,0,0,0,0,1,0,0,Off Track,14,53.2543,954.5262,58.087140381152324,358.4845
3333,214,84.3673,11313.4962,119,1,0,0,0,0,0,0,0,0,0,0,,7,83.2619,11229.7888,1.3276180341788972,83.70739999999932
7191,257,84.8017,8664.8806,82,1,0,0,0,0,0,0,0,0,0,0,,19,83.479,8032.4004,1.5844703458354843,632.4802
404,19,83.361,978.6898,4,1,0,0,0,0,0,0,0,0,0,0,,12,83.2093,677.6584,0.18231135221664374,301.03139999999996
3330,214,84.6658,11060.4996,116,1,0,0,0,0,0,0,0,0,0,0,,7,83.6367,10978.0058,1.2304407036623815,82.49379999999837
4487,227,84.189,15644.6893,169,1,0,0,0,0,0,0,0,0,0,0,,9,83.5356,15569.543,0.7821814890896803,75.14630000000034
5760,241,98.8772,12400.1491,131,0,0,0,0,0,0,0,1,0,0,0,Lost Control,15,83.6415,12294.3218,18.21547915807345,105.82730000000083
7687,265,201.9864,5276.0916,50,0,0,0,0,0,0,1,0,0,1,0,"Invalid, In Pits",12,144.9747,5223.703,39.325275375634504,52.388599999999315
8358,273,85.0032,10688.47,112,1,0,0,0,0,0,0,0,0,0,0,,7,83.6214,10641.5333,1.6524478183814466,46.9367000000002
8728,277,138.2587,5380.6545,49,1,0,0,0,0,0,0,0,0,1,0,In Pits,9,138.2587,5369.8917,0.0,10.762799999999515
9972,292,91.8466,2100.5244,20,1,0,0,0,0,0,0,0,0,0,0,,8,90.5356,2085.6508,1.4480491651902696,14.873599999999897
10893,309,111.3411,342.8368,1,0,0,1,0,0,0,0,0,0,0,0,CarContact,12,107.3655,338.8512,3.702865445604047,3.9855999999999767
2129,106,83.1048,2964.1018,9,1,0,0,0,0,0,0,0,0,0,0,,7,82.609,2908.472,0.6001767361909742,55.629799999999705
3862,220,83.8241,16382.1601,178,0,0,0,0,0,0,0,0,1,0,0,Off Track,5,83.4449,16325.4205,0.4544316069645902,56.73959999999897
6218,246,88.0892,16399.6587,172,1,0,0,0,0,0,0,0,0,0,0,,3,87.6821,16365.6794,0.4642908871936129,33.97929999999906
6394,248,87.8115,16223.8149,170,1,0,0,0,0,0,0,0,0,0,0,,4,87.7506,16188.4081,0.06940123486333505,35.40679999999884
10010,292,91.0379,12209.9532,121,1,0,0,0,0,0,0,0,0,0,0,,4,90.0222,12124.0322,1.1282772471679152,85.92100000000028
3232,213,84.6236,1771.3784,18,1,0,0,0,0,0,0,0,0,0,0,,13,84.4452,1758.7628,0.2112612676623229,12.615600000000086
3399,215,93.0767,4255.2684,42,1,0,0,0,0,0,0,0,0,1,0,In Pits,16,83.5299,4179.8226,11.429200801150245,75.44579999999951
4127,223,85.7605,13284.4104,142,1,0,0,0,0,0,0,0,0,0,0,,8,83.3351,13218.3365,2.910418299132047,66.07390000000123
5800,242,90.9083,2285.3515,23,1,0,0,0,0,0,0,0,0,0,0,,3,88.5111,2281.4398,2.708360872252186,3.91170000000011
6607,251,88.2436,11781.8568,120,1,0,0,0,0,0,0,0,0,0,0,,9,87.652,11690.9241,0.6749418153607536,90.93269999999939
9425,285,92.7725,6719.9464,62,1,0,0,0,0,0,0,0,0,0,0,,9,90.9069,6687.9569,2.052209458247958,31.98949999999968
10612,301,94.3085,7811.4995,61,1,0,0,0,0,0,0,0,0,0,0,,13,90.347,6596.298,4.384760977121559,1215.2015000000001
1321,61,88.5216,6218.5615,41,1,0,0,0,0,0,0,0,0,0,0,,5,86.8765,4214.8864,1.8936075923868998,2003.6750999999995
5506,238,96.4562,8921.9493,91,0,0,0,0,0,0,0,0,1,1,0,"Off Track, In Pits",17,83.199,8814.2796,15.934326133727566,107.66970000000038
6522,250,87.8277,3716.2065,35,1,0,0,0,0,0,0,0,0,0,0,,6,87.5012,3703.9428,0.37313773982526754,12.263699999999972
10055,293,120.1538,2705.5477,25,0,0,1,0,0,0,0,0,0,1,0,"CarContact, In Pits",13,120.1538,2688.8675,0.0,16.68020000000024
10344,296,92.4846,14364.3358,134,1,0,0,0,0,0,0,0,0,0,0,,12,90.2318,13331.7506,2.4966807710806904,1032.5852000000014
570,26,83.6518,1491.0613,13,1,0,0,0,0,0,0,0,0,0,0,,3,83.6518,1456.7953,1.4210854715202004e-14,34.266000000000076
4525,228,84.1931,2205.8431,23,1,0,0,0,0,0,0,0,0,0,0,,15,84.1931,2184.5703,-1.4210854715202004e-14,21.27280000000019
6352,248,88.9898,12454.6439,128,1,0,0,0,0,0,0,0,0,0,0,,3,87.8883,12431.145,1.2532953760625674,23.498899999998685
7239,258,88.4218,12878.2576,132,1,0,0,0,0,0,0,0,0,0,0,,7,87.767,12784.5358,0.7460662891519689,93.72180000000117
9304,284,92.3869,11397.3669,112,0,0,0,0,0,0,0,0,1,0,0,Off Track,5,90.2528,11308.241,2.3645803786697,89.12590000000091
9635,288,95.0124,1759.0295,16,1,0,0,0,0,0,0,0,0,0,0,,13,90.5444,1723.1765,4.934595623804455,35.853000000000065
10331,296,92.369,13105.4978,121,1,0,0,0,0,0,0,0,0,0,0,,12,90.0222,12124.0322,2.60691251713466,981.4655999999995
4058,222,83.6253,16057.1692,174,1,0,0,0,0,0,0,0,0,0,0,,7,83.3074,15989.7014,0.3815987535320886,67.46780000000035
6044,244,88.0927,14217.7525,148,1,0,0,0,0,0,0,0,0,0,0,,1,88.0927,14217.7525,-1.4210854715202004e-14,0.0
8545,275,90.6532,1995.0232,19,1,0,0,0,0,0,0,0,0,0,0,,1,90.6532,1995.0232,0.0,0.0
434,20,84.2333,1944.6519,18,1,0,0,0,0,0,0,0,0,0,0,,3,83.751,1854.6391,0.575873720910792,90.01279999999997
5632,240,84.4579,6447.4991,63,1,0,0,0,0,0,0,0,0,0,0,,16,84.4579,6428.1502,0.0,19.348899999999958
7194,258,145.1178,8809.6059,87,0,0,0,0,0,0,1,0,0,1,0,"Invalid, In Pits",9,87.9932,8739.2827,64.91933467586131,70.32320000000072
9262,283,91.4834,15393.4939,155,1,0,0,0,0,0,0,0,0,0,0,,5,89.9535,15277.2206,1.7007676188252816,116.27329999999893
4192,224,84.1555,6013.5943,58,1,0,0,0,0,0,0,0,0,0,0,,3,82.4916,6009.3098,2.017053857604907,4.284499999999753
10904,309,88.4958,1314.8033,12,1,0,0,0,0,0,0,0,0,0,0,,9,87.5924,1307.8198,1.031368018229898,6.983500000000049
3598,218,84.4458,8389.6589,85,1,0,0,0,0,0,0,0,0,0,0,,12,83.2557,8303.3694,1.4294516771824561,86.28950000000077
4893,232,84.2503,10347.2846,108,1,0,0,0,0,0,0,0,0,0,0,,9,83.3225,10304.2097,1.1135047556182087,43.074900000001435
7465,261,89.3609,9470.0468,95,0,0,0,0,0,0,0,0,1,0,0,Off Track,2,88.3676,9461.3651,1.1240545177191734,8.681699999999182
8620,276,91.3476,11422.2692,113,1,0,0,0,0,0,0,0,0,0,0,,2,90.164,11398.405,1.312719045295239,23.864199999999983
8922,279,90.4539,15634.5217,158,1,0,0,0,0,0,0,0,0,0,0,,4,90.2487,15547.6213,0.2273716962128134,86.90039999999863
10850,308,104.1761,468.4818,2,0,0,0,0,0,0,0,1,0,0,0,Lost Control,14,91.4932,449.9726,13.862123086743068,18.50920000000002
257,11,83.957,6364.4005,54,1,0,0,0,0,0,0,0,0,0,0,,2,83.957,6337.9953,0.0,26.40520000000015
5723,241,86.7611,9172.9582,94,1,0,0,0,0,0,0,0,0,0,0,,16,83.9053,9122.8355,3.403599057508899,50.122699999999895
9411,285,165.0265,5222.0828,48,1,0,0,0,0,0,0,0,0,1,0,In Pits,8,156.7496,5208.5978,5.280332453798948,13.485000000000582
2449,140,91.3139,734.0918,6,1,0,0,0,0,0,0,0,0,0,0,,2,91.3139,657.1129,1.4210854715202004e-14,76.97890000000007
4907,232,106.6445,11620.55,122,1,0,0,0,0,0,0,0,0,1,0,In Pits,15,83.383,11535.2575,27.8971732847223,85.29249999999956
5588,239,83.6772,16189.5532,173,1,0,0,0,0,0,0,0,0,0,0,,16,83.2161,15905.8292,0.5540995071867059,283.72400000000016
5721,241,150.5097,2532.5935,26,1,0,0,0,0,0,0,0,0,1,0,In Pits,10,138.8912,2516.8898,8.36518080339144,15.703700000000026
6985,255,90.6428,6066.2088,57,1,0,0,0,0,0,0,0,0,0,0,,13,87.3528,6044.2115,3.76633605333771,21.997299999999996
9331,284,93.5647,13935.3186,139,1,0,0,0,0,0,0,0,0,0,0,,7,90.2478,13830.1738,3.6753250494748784,105.14480000000003
282,12,83.5218,3360.7119,23,0,0,0,0,0,0,0,0,1,0,0,Off Track,12,83.0304,2339.6539,0.5918314255983432,1021.058
1030,48,87.8116,3152.8613,5,1,0,0,0,0,0,0,0,0,0,0,,16,86.598,735.1071,1.4014180466061532,2417.7542000000003
5405,237,86.0663,7904.2221,79,1,0,0,0,0,0,0,0,0,0,0,,18,83.0336,7778.5482,3.652376869122847,125.67389999999978
6734,252,143.5459,13143.7139,135,1,0,0,0,0,0,0,0,0,1,0,In Pits,6,87.6596,13048.2334,63.75377026589214,95.48050000000148
7024,256,84.2377,9508.1138,91,1,0,0,0,0,0,0,0,0,0,0,,19,83.199,8814.2796,1.2484525054387774,693.8341999999993
8810,278,137.0929,4891.363,46,1,0,0,0,0,0,0,0,0,0,0,,6,137.0929,4885.9587,0.0,5.404300000000148
2438,139,90.5052,654.112,5,1,0,0,0,0,0,0,0,0,0,0,,7,90.2081,565.994,0.32934958168945627,88.11799999999994
2886,209,88.1931,4010.5586,40,1,0,0,0,0,0,0,0,0,0,0,,4,84.4938,4002.6481,4.3781910625395,7.910499999999956
3163,212,83.349,3417.09,33,1,0,0,0,0,0,0,0,0,0,0,,2,82.4739,3416.4798,1.0610629544619457,0.6102000000000771
6895,254,88.6871,11650.225,119,1,0,0,0,0,0,0,0,0,0,0,,3,88.0534,11600.0309,0.7196769233215434,50.19410000000062
7551,263,88.4932,697.9038,5,1,0,0,0,0,0,0,0,0,0,0,,14,87.6441,690.2035,0.9688045173605531,7.700300000000084
10209,294,91.0592,10216.1205,92,0,0,0,0,0,0,0,0,1,0,0,Off Track,11,90.3814,9470.0901,0.7499330614484876,746.0304000000015
1635,78,90.7611,2129.0719,12,0,0,0,0,0,0,0,0,1,0,0,Off Track,9,90.7611,1564.4237,1.4210854715202004e-14,564.6481999999999
1685,80,90.6794,3374.5613,31,1,0,0,0,0,0,0,0,0,0,0,,2,90.6794,3327.4244,0.0,47.13689999999997
1801,86,192.7594,2401.623,5,0,0,0,0,0,0,1,0,0,1,0,"Invalid, In Pits",12,90.4489,858.2171,113.1141451139815,1543.4059000000002
2007,95,100.7739,2075.0539,12,0,0,0,0,0,0,0,0,1,1,0,"Off Track, In Pits",8,90.9365,1564.4237,10.817878409659485,510.63019999999983
4727,230,84.4634,10931.8146,114,1,0,0,0,0,0,0,0,0,0,0,,14,83.4973,10808.9857,1.1570434014033992,122.82890000000043
6065,245,87.735,1842.977,18,1,0,0,0,0,0,0,0,0,0,0,,8,87.735,1837.1292,0.0,5.8478000000000065
7850,267,89.6738,6436.3935,61,1,0,0,0,0,0,0,0,0,0,0,,14,87.6972,6396.5184,2.253891800422352,39.8751000000002
1446,68,88.0475,2002.123,12,1,0,0,0,0,0,0,0,0,0,0,,11,87.0801,1332.7976,1.1109312001249378,669.3254
2316,126,88.2561,1420.2465,3,1,0,0,0,0,0,0,0,0,0,0,,4,87.511,1409.3161,0.8514358194969844,10.930399999999963
2425,138,91.9199,390.1892,2,1,0,0,0,0,0,0,0,0,0,0,,8,91.6183,289.2672,0.3291918754222536,100.92200000000003
6172,246,88.0556,12282.2631,126,1,0,0,0,0,0,0,0,0,0,0,,4,87.7511,12253.7118,0.3470041970983857,28.551300000000992
9525,286,92.7011,16072.1,161,0,0,1,0,0,0,0,0,0,0,0,CarContact,8,90.5521,15818.2154,2.373219395243197,253.88460000000123
10947,310,87.8549,1572.303,15,0,0,0,0,0,0,0,0,1,0,0,Off Track,3,87.8549,1571.6412,0.0,0.6618000000000848
1205,56,97.8175,3419.9057,22,1,0,0,0,0,0,0,0,0,1,0,In Pits,10,86.5814,2345.0126,12.977498631345753,1074.8930999999998
8527,275,126.9148,358.4195,1,1,0,0,0,0,0,0,0,0,0,0,,1,126.9148,358.4195,0.0,0.0
9968,292,91.0174,1735.1712,16,1,0,0,0,0,0,0,0,0,0,0,,9,90.5444,1723.1765,0.5223956423588874,11.994699999999966
4846,231,163.6113,5035.5235,50,1,0,0,0,0,0,0,0,0,0,0,,3,163.2715,5034.1688,0.208119604462496,1.3546999999998661
8927,279,90.5732,16087.3939,163,1,0,0,0,0,0,0,0,0,0,0,,4,89.7846,15998.1757,0.8783243451549652,89.21819999999934
3798,220,85.0086,7522.3581,75,1,0,0,0,0,0,0,0,0,0,0,,13,83.371,7444.2515,1.9642321670605014,78.10660000000007
7874,267,88.9096,8575.5386,85,1,0,0,0,0,0,0,0,0,0,0,,7,88.274,8519.0319,0.7200308131499469,56.50669999999991
10917,309,195.4112,2587.4653,25,1,0,0,0,0,0,0,0,0,1,0,In Pits,12,123.0447,2534.9782,58.81317927549907,52.48709999999983
123,7,83.177,1070.2735,4,1,0,0,0,0,0,0,0,0,0,0,,16,83.177,677.6584,0.0,392.6151
1325,62,87.3936,1226.5782,9,1,0,0,0,0,0,0,0,0,0,0,,4,86.9254,1068.0539,0.5386227730904949,158.5242999999998
1744,83,101.3207,2395.255,12,0,0,0,0,0,0,0,0,1,1,0,"Off Track, In Pits",10,90.7611,1564.4237,11.63449980222805,830.8313
2377,133,88.6273,1516.8242,4,1,0,0,0,0,0,0,0,0,0,0,,7,87.1372,1498.7494,1.7100618335223174,18.074800000000096
2938,209,83.6501,8897.9297,92,1,0,0,0,0,0,0,0,0,0,0,,1,83.6501,8897.9297,1.4210854715202004e-14,0.0
5984,244,88.3404,8857.324,88,1,0,0,0,0,0,0,0,0,0,0,,6,88.3404,8828.559,0.0,28.765000000001237
6231,247,88.6658,955.466,8,1,0,0,0,0,0,0,0,0,0,0,,2,88.6448,955.2945,0.02369005288521464,0.1715000000000373
7751,266,153.7884,3176.0904,29,0,0,1,0,0,0,0,0,0,0,0,CarContact,1,153.7884,3176.0904,0.0,0.0
8165,271,90.857,816.3155,6,1,0,0,0,0,0,0,0,0,0,0,,4,90.7996,813.4341,0.0632161375160365,2.8814000000000988
9487,286,93.1948,12489.1732,123,1,0,0,0,0,0,0,0,0,0,0,,9,90.5993,12331.2434,2.864812421288022,157.9297999999999
10282,296,93.3585,8522.2973,72,1,0,0,0,0,0,0,0,0,0,0,,12,91.038,7613.7386,2.548935609306014,908.5587000000005
455,21,93.6378,2926.2364,29,0,0,0,0,0,0,0,1,0,0,0,Lost Control,3,83.9891,2850.7982,11.488038328783162,75.4381999999996
582,26,-0.0001,2947.1073,25,0,0,0,1,1,1,1,0,1,1,0,"Car Reset, Discontinuity, Contact, Invalid, Off Track, In Pits",7,,2515.4487,,431.6586000000002
4301,225,84.1938,15476.2492,167,1,0,0,0,0,0,0,0,0,0,0,,8,83.6375,15400.1637,0.6651322672246209,76.08550000000105
5609,240,84.6782,4019.3863,40,1,0,0,0,0,0,0,0,0,0,0,,12,84.2068,4002.6481,0.5598122716930192,16.738200000000234
6902,254,93.5213,12366.4859,126,1,0,0,0,0,0,0,0,0,1,0,In Pits,11,87.7511,12253.7118,6.575644066000308,112.77410000000054
7669,264,88.7691,12534.3231,128,1,0,0,0,0,0,0,0,0,0,0,,9,87.8883,12431.145,1.0021811776994127,103.17809999999918
9286,284,92.8282,9737.008,94,1,0,0,0,0,0,0,0,0,0,0,,7,91.2512,9653.3932,1.728196451115167,83.61479999999938
9608,287,91.7619,7834.6192,74,1,0,0,0,0,0,0,0,0,0,0,,8,90.4434,7796.224,1.457817817552197,38.39519999999993
9701,288,92.5234,8648.3678,82,1,0,0,0,0,0,0,0,0,0,0,,10,90.7686,8523.8694,1.9332676718600936,124.4984000000004
9934,291,89.8998,10262.9139,103,1,0,0,0,0,0,0,0,0,0,0,,11,87.8441,10168.8791,2.3401685485991663,94.03479999999945
1648,79,91.9113,3509.7716,25,1,0,0,0,0,0,0,0,0,0,0,,7,90.6792,2745.4144,1.3587459968769053,764.3571999999999
2800,197,91.218,542.0791,5,1,0,0,0,0,0,0,0,0,0,0,,8,90.987,453.2806,0.2538824227637093,88.79850000000005
3462,215,84.4172,10052.2954,105,1,0,0,0,0,0,0,0,0,0,0,,1,84.4172,10052.2954,0.0,0.0
6020,244,89.2081,12097.4521,124,0,0,0,0,0,0,0,0,1,0,0,Off Track,3,87.7452,12078.2204,1.6672137051371436,19.231700000000274
7808,266,88.5015,13250.3029,136,1,0,0,0,0,0,0,0,0,0,0,,9,87.9209,13137.263,0.6603663065323389,113.03989999999976
9985,292,91.5221,9930.6817,96,1,0,0,0,0,0,0,0,0,0,0,,8,90.4319,9834.4019,1.2055480422284575,96.27979999999843
10297,296,92.7402,9913.5472,87,1,0,0,0,0,0,0,0,0,0,0,,12,90.6231,9009.9264,2.3361593236161724,903.6208000000006
1671,80,90.673,950.7238,5,1,0,0,0,0,0,0,0,0,0,0,,5,90.5771,858.2171,0.10587665094156762,92.50670000000002
2368,132,88.5153,1337.441,2,1,0,0,0,0,0,0,0,0,0,0,,6,87.1876,1320.7127,1.5228082892521257,16.72829999999999
3406,215,115.6061,4902.1118,49,1,0,0,0,0,0,0,0,0,0,0,,15,115.6061,4870.8383,0.0,31.27349999999933
4319,226,89.129,320.6007,1,1,0,0,0,0,0,0,0,0,0,0,,4,87.3453,318.812,2.042124762294023,1.7887000000000057
5266,236,83.8556,11630.6822,122,1,0,0,0,0,0,0,0,0,0,0,,16,83.383,11535.2575,0.5667821978100989,95.42469999999958
6814,253,89.4366,3998.9517,38,1,0,0,0,0,0,0,0,0,0,0,,14,87.7842,3972.9142,1.8823432918452312,26.03749999999991
9838,290,112.076,12050.9991,122,0,0,0,0,0,0,0,0,1,1,0,"Off Track, In Pits",12,87.7884,11868.739,27.66606977687256,182.26010000000133
259,12,-0.0001,477.8792,0,0,0,0,0,0,0,1,0,0,1,0,"Invalid, In Pits",8,,340.2841,,137.5951
2723,185,88.2614,573.9409,6,1,0,0,0,0,0,0,0,0,0,0,,4,87.9473,545.2354,0.3571456997542839,28.70550000000003
4045,222,84.2594,14959.5568,161,1,0,0,0,0,0,0,0,0,0,0,,7,83.8869,14896.9212,0.444050262913521,62.63559999999961
5389,237,85.5347,6536.468,63,1,0,0,0,0,0,0,0,0,0,0,,17,84.4579,6428.1502,1.2749547407643291,108.3177999999998
7134,257,84.4692,3341.0053,25,1,0,0,0,0,0,0,0,0,0,0,,19,84.4692,2368.5141,0.0,972.4911999999999
7275,258,89.1795,16131.1715,168,1,0,0,0,0,0,0,0,0,0,0,,8,87.9963,16012.4574,1.344601988947261,118.71410000000105
7888,267,89.8901,16006.7932,166,1,0,0,0,0,0,0,0,0,0,0,,11,87.3458,15837.2277,2.9129047990859362,169.5655000000006
8717,277,92.221,4106.7232,38,0,0,0,0,0,0,0,0,1,0,0,Off Track,10,91.1975,4085.9651,1.1222895364456207,20.758100000000468
10897,309,88.1245,696.7021,5,1,0,0,0,0,0,0,0,0,0,0,,12,87.6441,690.2035,0.5481258863973721,6.49860000000001
160,8,82.6405,959.048,5,1,0,0,0,0,0,0,0,0,0,0,,9,82.6405,784.4993,1.4210854715202004e-14,174.54870000000005
994,45,-0.0001,6516.8409,51,0,0,0,1,0,1,1,0,1,1,0,"Car Reset, Discontinuity, Invalid, Off Track, In Pits",2,,6073.1436,,443.6972999999998
