LapID,DriverEntryID,LapTime,LapStartTime,LapInSession,SessionEntryID,LapTimeLoss,PitInstanceInSession
8297,272,211.425,5248.8191,51,184,117.33872537313432,2
8298,272,121.4842,5370.3033,52,184,27.397925373134314,2
8337,273,151.7996,8879.0427,91,184,57.71332537313431,3
8338,273,92.9535,8971.9962,92,184,-1.1327746268656824,3
8374,273,147.6396,12107.7334,128,184,53.553325373134314,4
8375,273,93.4829,12201.2163,129,184,-0.603374626865687,4
8390,273,465.635,14411.9284,144,184,371.5487253731343,5
8391,273,107.6327,14519.5611,145,184,13.546425373134312,5
8419,274,133.4399,7095.1579,66,185,36.150108333333264,2
8420,274,99.5574,7194.7153,67,185,2.2676083333332713,2
8454,274,132.0573,10328.2041,101,185,34.76750833333327,3
8455,274,100.357,10428.5611,102,185,3.0672083333332694,3
8489,274,131.9636,13560.894,136,185,34.673808333333284,4
8490,274,96.3667,13657.2607,137,185,-0.9230916666667355,4
8550,275,174.036,2544.6579,24,185,76.74620833333327,1
8551,275,144.2096,2688.8675,25,185,46.919808333333265,1
8592,276,145.0758,8851.6169,85,186,47.803103472222205,3
8593,276,100.2153,8951.8322,86,186,2.942603472222217,3
8627,276,132.3922,12102.1295,120,186,35.11950347222222,4
8628,276,96.7273,12198.8568,121,186,-0.5453965277777826,4
8649,276,122.249,14151.3129,142,186,24.976303472222213,5
8650,276,97.8887,14249.2016,143,186,0.6160034722222179,5
8703,277,150.104,2550.304,24,186,52.83130347222223,1
8704,277,175.2837,2725.5877,25,186,78.01100347222223,1
8705,277,156.5496,2882.1373,26,186,59.276903472222216,1
8727,277,186.1054,5242.3958,48,186,88.83270347222222,2
8728,277,138.2587,5380.6545,49,186,40.98600347222222,2
8788,278,158.0853,2541.1025,24,187,60.502152380952325,1
8789,278,155.3653,2696.4678,25,187,57.782152380952326,1
8830,278,101.374,7075.7145,66,187,3.7908523809523302,2
8831,278,131.3681,7207.0826,67,187,33.78495238095233,2
8864,278,102.1568,10254.8859,100,187,4.573652380952339,3
8865,279,134.0391,10388.925,101,187,36.455952380952326,3
8900,279,101.1278,13601.5426,136,187,3.5446523809523285,4
8901,279,128.0581,13729.6007,137,187,30.47495238095233,4
8960,280,152.5534,2539.663,24,188,55.62377074829932,1
8961,280,154.5601,2694.2231,25,188,57.63047074829932,1
8985,280,159.5281,5371.3009,49,188,62.598470748299306,2
8986,280,198.5054,5569.8063,50,188,101.57577074829932,2
9023,280,101.1995,9009.9264,87,188,4.2698707482993115,3
9024,281,150.6045,9160.5309,88,188,53.67487074829931,3
9041,281,101.9476,10736.7605,105,188,5.017970748299305,4
9042,281,127.277,10864.0375,106,188,30.347370748299312,4
9071,281,101.864,13536.2087,135,188,4.934370748299315,5
9072,281,124.8274,13661.0361,136,188,27.89777074829931,5
9131,282,173.9135,2553.0121,24,189,76.74197499999998,1
9132,282,137.6971,2690.7092,25,189,40.52557499999999,1
9155,282,192.9213,5242.8344,48,189,95.74977499999999,2
9156,282,139.5042,5382.3386,49,189,42.33267499999998,2
9191,282,132.9553,8771.6415,84,189,35.78377499999998,3
9192,282,97.1231,8868.7646,85,189,-0.04842500000002303,3
9218,283,135.99,11297.6838,111,189,38.81847499999999,4
9219,283,115.2006,11412.8844,112,189,18.029074999999978,4
9254,283,126.5397,14656.8328,147,189,29.36817499999998,5
9255,283,97.8803,14754.7131,148,189,0.7087749999999886,5
9278,284,138.6755,8989.5204,86,190,40.65980724637677,3
9313,284,102.4986,12233.358,121,190,4.482907246376769,4
9314,284,135.2872,12368.6452,122,190,37.271507246376785,4
9348,284,101.9301,15507.6449,156,190,3.9144072463767685,5
9349,284,126.7808,15634.4257,157,190,28.765107246376772,5
9387,285,151.1811,2549.0891,24,190,53.16540724637676,1
9388,285,150.4953,2699.5844,25,190,52.47960724637676,1
9411,285,165.0265,5222.0828,48,190,67.01080724637677,2
9412,285,159.4592,5381.542,49,190,61.44350724637678,2
9448,285,102.4341,8850.8449,85,190,4.418407246376773,3
9449,286,152.7116,8911.8264,85,191,54.43557573529414,3
9484,286,102.8526,12165.4945,120,191,4.576575735294128,4
9485,286,135.801,12301.2955,121,191,37.52497573529412,4
9520,286,103.8308,15551.4786,156,191,5.554775735294129,5
9521,286,149.0984,15700.577,157,191,50.82237573529413,5
9558,287,151.1053,2534.7708,24,191,52.82927573529413,1
9559,287,157.91,2692.6808,25,191,59.63397573529413,1
9582,287,165.4838,5217.6656,48,191,67.20777573529413,2
9583,287,165.5005,5383.1661,49,191,67.22447573529412,2
9618,287,101.1274,8759.1148,84,191,2.851375735294127,3
9643,288,143.8301,2553.9906,24,192,44.4454179856115,1
9644,288,149.0914,2703.082,25,192,49.706717985611505,1
9682,288,107.2242,6822.2816,63,192,7.839517985611508,2
9683,288,144.89,6967.1716,64,192,45.5053179856115,2
9717,288,102.3405,10141.0996,98,192,2.9558179856115174,3
9718,289,136.6853,10277.7849,99,192,37.300617985611524,3
9751,289,102.965,13367.3339,132,192,3.580317985611515,4
9752,289,134.4454,13501.7793,133,192,35.06071798561152,4
9777,289,102.652,15868.5229,158,192,3.2673179856115127,5
9778,289,138.2951,16006.818,159,192,38.9104179856115,5
9812,290,216.2579,2621.1046,25,193,120.17280923076923,1
9813,290,96.6151,2717.7197,26,193,0.5300092307692239,1
9837,290,150.3406,11938.9231,121,193,54.25550923076922,4
9838,290,112.076,12050.9991,122,193,15.990909230769219,4
9862,290,301.1191,14439.5947,146,193,205.03400923076924,5
9863,290,96.3895,14535.9842,147,193,0.3044092307692239,5
9881,291,201.6385,5274.6199,50,193,105.55340923076922,2
9882,291,118.6574,5393.2773,51,193,22.57230923076922,2
9917,291,181.2167,8740.7936,86,193,85.13160923076923,3
9918,291,95.0979,8835.8915,87,193,-0.9871907692307786,3
9976,292,154.6767,9093.273,87,194,58.0844955882353,3
9977,292,101.1337,9194.4067,88,194,4.541495588235293,3
10013,292,133.7366,12527.2094,124,194,37.1443955882353,4
10014,292,100.4244,12627.6338,125,194,3.832195588235294,4
10044,292,99.0431,15999.4953,155,194,2.4508955882352836,5
10054,293,198.9339,2585.3939,24,194,102.34169558823528,1
10055,293,120.1538,2705.5477,25,194,23.561595588235292,1
10080,293,201.6555,5574.6397,50,194,105.06329558823528,2
10081,293,131.9274,5706.5671,51,194,35.335195588235294,2
10141,294,197.0673,2569.6388,24,195,99.28255075757572,1
10142,294,127.4314,2697.0702,25,195,29.646650757575728,1
10146,294,114.4287,3993.2448,29,195,16.643950757575737,2
10186,294,133.4608,8111.656,69,195,35.67605075757574,3
10187,294,97.0599,8208.7159,70,195,-0.7248492424242698,3
10217,295,133.7494,10989.8828,100,195,35.96465075757574,4
10218,295,101.4151,11091.2979,101,195,3.6303507575757266,4
10253,295,129.2958,14336.7464,136,195,31.511050757575745,5
10254,295,98.5761,14435.3225,137,195,0.7913507575757279,5
10281,296,884.8962,8428.9388,71,196,785.8827372262774,3
10315,296,101.4768,11588.4985,105,196,2.4633372262773463,4
10316,296,130.4068,11718.9053,106,196,31.393337226277353,4
10338,296,100.9417,13760.5672,128,196,1.9282372262773464,5
10339,296,141.8712,13902.4384,129,196,42.85773722627734,5
10395,297,153.9492,2543.5256,24,196,54.93573722627734,1
10396,297,154.4572,2697.9828,25,196,55.44373722627735,1
10436,297,101.2652,7004.221,65,196,2.251737226277342,2
10437,297,129.8922,7134.1132,66,196,30.87873722627735,2
10468,298,198.8615,2572.4928,26,197,101.81466075949368,1
10469,298,118.1606,2690.6534,27,197,21.113760759493672,1
10508,299,150.7085,6761.4797,66,197,53.66166075949366,2
10509,299,93.0129,6854.4926,67,197,-4.033939240506328,2
10545,299,154.2943,10009.869,103,197,57.24746075949366,3
10546,299,92.5217,10102.3907,104,197,-4.525139240506334,3
10579,300,178.2974,2554.6113,24,198,75.80613108108112,1
10580,300,137.2196,2691.8309,25,198,34.72833108108112,1
10603,300,185.7447,5237.1103,48,198,83.2534310810811,2
10604,300,142.9877,5380.098,49,198,40.4964310810811,2
10610,301,207.0082,7614.2024,59,198,104.5169310810811,4
10611,301,102.9886,7717.191,60,198,0.49733108108111423,4
10646,302,1145.6731,7119.0726,55,198,1043.181831081081,3
10647,302,101.133,7220.2056,56,198,-1.3582689189188955,3
10650,303,145.1461,3943.2898,37,199,45.35298593750002,1
10651,303,94.4609,4037.7507,38,199,-5.332214062499972,1
10751,305,108.3057,2711.6391,26,200,10.218760714285736,1
10775,306,201.6805,5273.6068,50,200,103.59356071428573,2
10776,306,118.031,5391.6378,51,200,19.94406071428574,2
10814,307,198.3084,2603.8671,25,201,94.63996666666668,1
10815,307,120.4902,2724.3573,26,201,16.821766666666676,1
10816,307,156.5469,2880.9042,27,201,52.87846666666667,1
10839,307,200.4585,5276.6081,50,201,96.79006666666666,2
10840,307,120.8451,5397.4532,51,201,17.176666666666677,2
10873,308,151.0464,2696.1016,25,202,48.73700625000001,1
10874,308,188.2204,2884.322,26,202,85.91100625000001,1
10917,309,195.4112,2587.4653,25,203,97.02435405405407,1
10918,309,120.2446,2707.7099,26,203,21.85775405405407,1
